perplexity,kl_Q_Qbase,kl_Qbase_Q,kl_sum
1,0.9285517840319581,1.0600534989132921,0.9943026414726251
2,0.6408830284857031,0.6544945345671168,0.64768878152641
3,0.45773522139423267,0.45659759187735877,0.4571664066357957
4,0.35203182220265405,0.3422350807690433,0.3471334514858487
5,0.26285209559928296,0.25364546264330673,0.25824877912129485
6,0.1874643377554416,0.18317098949184574,0.18531766362364366
7,0.14693596813593476,0.14251277564102086,0.1447243718884778
8,0.11885820173739697,0.11330199479290712,0.11608009826515205
9,0.10067026357095209,0.09619939656804244,0.09843483006949727
10,0.07531151131577733,0.07297792415694442,0.07414471773636087
11,0.038493467672664136,0.03890798711228957,0.038700727392476854
12,0.02647927438189968,0.026656050289038644,0.02656766233546916
13,0.016852249800895044,0.016986379042898833,0.01691931442189694
14,0.012655474594838168,0.012685015021538846,0.012670244808188506
15,0.005799320979773216,0.005820283617531846,0.005809802298652531
16,0.0021905484316686245,0.0021889975481734596,0.0021897729899210423
17,0.0013076074493546428,0.0012997449838748293,0.001303676216614736
18,0.0007905260793450237,0.0007845502318745837,0.0007875381556098036
19,0.0007287720815438077,0.0007218701676968741,0.0007253211246203409
20,0.0,0.0,0.0
21,0.0010669214882187473,0.0010565217483722964,0.0010617216182955218
22,0.0013024046344329364,0.0012888651187359626,0.0012956348765844495
23,0.0015998907420936446,0.0015823635610560894,0.0015911271515748671
24,0.0019697080759236876,0.0019448651411048468,0.001957286608514267
25,0.002313484987566757,0.0022824526698877654,0.0022979688287272614
26,0.0027381468297470136,0.002699287027706501,0.0027187169287267573
27,0.003198398829154748,0.0031494316457232325,0.0031739152374389906
28,0.0036766742781011276,0.003617411723404578,0.0036470430007528526
29,0.0041782987154284626,0.004104998990400832,0.004141648852914647
30,0.004774386408383191,0.004686920574489975,0.004730653491436584
31,0.0053235352990805935,0.005220916073668253,0.005272225686374423
32,0.005896411326496874,0.00577560041029037,0.005836005868393622
33,0.007290152839843075,0.0071294948622448225,0.007209823851043949
34,0.009001619411188528,0.008792447681232394,0.008897033546210461
35,0.009839299324293633,0.009599853187413687,0.00971957625585366
36,0.010641261753583563,0.010377308596689819,0.01050928517513669
37,0.011433673794568581,0.011144857395163056,0.01128926559486582
38,0.01223279583727936,0.011918301875010948,0.012075548856145153
39,0.012995077292436557,0.012651931254549184,0.01282350427349287
40,0.013910101375082848,0.01352634599354485,0.013718223684313849
41,0.01652918436014195,0.016016550965948752,0.01627286766304535
42,0.017744852377689954,0.01716291635627909,0.017453884366984522
43,0.018683836428628132,0.018054278631033722,0.018369057529830927
44,0.01978096758435911,0.019084182528501553,0.019432575056430333
45,0.020803404272636095,0.020047730411964906,0.0204255673423005
46,0.02184455783642474,0.021018846610613137,0.021431702223518936
47,0.02550021604762455,0.0244481897752648,0.024974202911444674
48,0.026545302547607074,0.025432372889069257,0.025988837718338167
49,0.027678943330336978,0.026492088524899073,0.027085515927618025
50,0.028655271209028846,0.027431462992700932,0.02804336710086489
51,0.032675368461963825,0.031158748642223184,0.03191705855209351
52,0.03384159406709803,0.032222162275846226,0.03303187817147213
53,0.035093619672457436,0.03336571723154076,0.034229668451999096
54,0.0363015055613379,0.034484696064978795,0.03539310081315834
55,0.03739298390675013,0.03548074039013159,0.03643686214844086
56,0.038596924734851976,0.036559483849018665,0.03757820429193532
57,0.04228465366365375,0.039986218373960984,0.04113543601880737
58,0.04330860484551665,0.040961772235186295,0.042135188540351476
59,0.04424822421019119,0.04182736148689339,0.04303779284854228
60,0.0453890670444325,0.042858134562959116,0.0441236008036958
61,0.0462486625953517,0.04368869099689992,0.04496867679612581
62,0.04696269281615136,0.04441594294053749,0.045689317878344425
63,0.04806186634255312,0.04539252598197551,0.04672719616226431
64,0.04897325193854842,0.046263460060809974,0.0476183559996792
65,0.050094628547669884,0.047260117136505464,0.048677372842087674
66,0.054718727556704864,0.05150550540966019,0.05311211648318252
67,0.05590658706349226,0.05268663691920298,0.054296611991347624
68,0.056767844372823784,0.053480204353923894,0.05512402436337384
69,0.061180438546393316,0.0576072406579992,0.059393839602196255
70,0.0592748226299239,0.055780772691636976,0.057527797660780436
71,0.06054172342948202,0.057033085118512065,0.05878740427399704
72,0.06428912796309712,0.06044449057721974,0.06236680927015843
73,0.06225779674480849,0.05865900578406486,0.060458401264436676
74,0.06356571968071843,0.0597977936201569,0.061681756650437666
75,0.06421960563648997,0.0604553933468275,0.06233749949165873
76,0.06492429225519193,0.06110991355634371,0.06301710290576781
77,0.06925867220948817,0.06499572861173301,0.0671272004106106
78,0.06904099335164107,0.06497740788276529,0.06700920061720318
79,0.07011879381082141,0.06590492652592166,0.06801186016837153
80,0.07117827832997001,0.06681649747245674,0.06899738790121338
81,0.07189608059822448,0.06750619038006374,0.06970113548914411
82,0.07318587487593417,0.06854410153570908,0.07086498820582163
83,0.07376261910344976,0.06908868307496813,0.07142565108920895
84,0.07704278171305308,0.0720407720045489,0.07454177685880099
85,0.07534430280459152,0.07058147182724529,0.0729628873159184
86,0.07881760050850692,0.07370212054992722,0.07625986052921707
87,0.0768932995018303,0.07206454801360888,0.07447892375771958
88,0.07719605184054029,0.07240368800477325,0.07479986992265678
89,0.08050425429431741,0.07537807761611404,0.07794116595521572
90,0.08093233023155037,0.07574624434385716,0.07833928728770376
91,0.08175662236992766,0.07648998425192921,0.07912330331092843
92,0.08324790444057033,0.07769696590664905,0.08047243517360969
93,0.08372811790059535,0.07823989706025217,0.08098400748042375
94,0.08463567954782407,0.07905549461233236,0.08184558708007822
95,0.08506086582488578,0.0794842827570718,0.08227257429097878
96,0.08582696557059874,0.0801593893473614,0.08299317745898008
97,0.08633488795237808,0.08073317311269679,0.08353403053253744
98,0.0866530627159043,0.08109433034041928,0.08387369652816179
99,0.08622909236948251,0.0808537057654714,0.08354139906747696
100,0.08761788650032305,0.08197381332509016,0.08479584991270661
101,0.08761646348694108,0.0819965007595129,0.08480648212322699
102,0.08861919698020425,0.0828815626954947,0.08575037983784947
103,0.08839249270963825,0.0827750679272672,0.08558378031845273
104,0.08938107720961772,0.0836706242152654,0.08652585071244157
105,0.09171212312902685,0.08577969984404415,0.0887459114865355
106,0.0923862182207851,0.08627573477047196,0.08933097649562853
107,0.09323184755659782,0.08702378139904401,0.09012781447782092
108,0.09439326410969757,0.08829950438587654,0.09134638424778706
109,0.09488522065372199,0.08873967182063802,0.09181244623718
110,0.09712336285569255,0.09083744987214112,0.09398040636391683
111,0.0979591943341135,0.09163187157317813,0.09479553295364582
112,0.09640910889289049,0.09008944318437534,0.09324927603863292
113,0.09762912758640847,0.09120854887129237,0.09441883822885042
114,0.10042746010980909,0.09376901210617408,0.09709823610799159
115,0.09920237182415019,0.09261949532070565,0.09591093357242791
116,0.09827931048359632,0.0920033419899224,0.09514132623675936
117,0.09955259046104965,0.09304336319180408,0.09629797682642686
118,0.10030061639840226,0.09379986484894762,0.09705024062367494
119,0.1041233500065084,0.0972517548368133,0.10068755242166084
120,0.10372650425304873,0.09709523321581497,0.10041086873443185
121,0.10342237469023104,0.09660297439975599,0.10001267454499352
122,0.1062006596059661,0.09910323986017829,0.10265194973307219
123,0.10172574656803718,0.09508059283010557,0.09840316969907137
124,0.10239023902052706,0.09563376836001274,0.0990120036902699
125,0.1075061340021612,0.1003333247535431,0.10391972937785215
126,0.10289444851388974,0.09630637147055726,0.0996004099922235
127,0.10983698669040348,0.1024175748599775,0.10612728077519049
128,0.10881178953197404,0.10150778986512016,0.1051597896985471
129,0.10849187759709371,0.10128886689686226,0.10489037224697798
130,0.10942966602467034,0.10218897778928418,0.10580932190697726
131,0.10986888920368548,0.10265296012298465,0.10626092466333506
132,0.10952467174223726,0.10244283702550074,0.105983754383869
133,0.10932782446929527,0.10233986545663017,0.10583384496296272
134,0.1099999272300589,0.10295983418605627,0.10647988070805758
135,0.10977849429823396,0.10296417211151168,0.10637133320487283
136,0.10737505613191507,0.10097639583351864,0.10417572598271685
137,0.11088656648549552,0.10405017848690255,0.10746837248619903
138,0.10863184220267838,0.10213805290841521,0.1053849475555468
139,0.10847955986831544,0.10205106543492223,0.10526531265161884
140,0.11234270087153718,0.10549776769593394,0.10892023428373557
141,0.10925621537479292,0.10279723690423878,0.10602672613951586
142,0.10993110672545967,0.10354221327421782,0.10673665999983875
143,0.11387461481111973,0.10708090369178225,0.11047775925145098
144,0.11102703487171839,0.10474305071017154,0.10788504279094496
145,0.11088865389661835,0.10470154325465954,0.10779509857563895
146,0.11183366853945383,0.10561062451829659,0.10872214652887521
147,0.11135853344529398,0.10515547908823261,0.1082570062667633
148,0.11088670024833719,0.10478442795105226,0.10783556409969472
149,0.11303251926701689,0.10692749286932844,0.10998000606817267
150,0.11615711441717591,0.10962962224250418,0.11289336832984004
151,0.12274304159919315,0.1154363741502153,0.11908970787470423
152,0.12270051517883736,0.11552242700425736,0.11911147109154735
153,0.11839111330886454,0.1116078322694905,0.11499947278917752
154,0.12475785319508098,0.11762042085946217,0.12118913702727158
155,0.12522477049783234,0.11813094087838223,0.1216778556881073
156,0.12484823055320822,0.11785901560746363,0.12135362308033593
157,0.1258412170763221,0.11889443307152064,0.12236782507392137
158,0.1257413956959121,0.11855953836308505,0.12215046702949858
159,0.1260638019014761,0.11895946057155207,0.12251163123651408
160,0.12657252519115378,0.11946770878821053,0.12302011698968215
161,0.12678424966581317,0.11989655839723565,0.12334040403152441
162,0.1263076784381,0.11947712785569772,0.12289240314689887
163,0.12305145302067144,0.11669418258003839,0.11987281780035491
164,0.1250193282463355,0.11840383017658192,0.1217115792114587
165,0.12753449719846202,0.12088591299938163,0.12421020509892183
166,0.12732806715220304,0.12073859234809786,0.12403332975015045
167,0.12589753501711992,0.11952932787586831,0.12271343144649412
168,0.13073245904568326,0.12368814373161391,0.12721030138864858
169,0.1311100917656651,0.12415718515607763,0.12763363846087136
170,0.1336012156355651,0.12634908281264529,0.1299751492241052
171,0.13096446021377936,0.1243524984105801,0.12765847931217972
172,0.13212767160833463,0.12540292229045508,0.12876529694939487
173,0.13457029260791095,0.12759263802446497,0.13108146531618797
174,0.1347802808798574,0.12780897845726197,0.1312946296685597
175,0.1341455024892559,0.12733919525450257,0.13074234887187924
176,0.13118593503583073,0.1247063877209416,0.12794616137838616
177,0.1328520175744511,0.1260881418808049,0.12947007972762797
178,0.13752900985828437,0.13053351601578178,0.13403126293703307
179,0.1375649483704002,0.13058715797325432,0.13407605317182725
180,0.13820629182675684,0.1311902115678378,0.13469825169729732
181,0.13828070189327762,0.13103344218173557,0.1346570720375066
182,0.13529137420583523,0.12887366046783702,0.13208251733683612
183,0.1341589368986462,0.12777232158915666,0.13096562924390143
184,0.13618453362980953,0.12970778072129296,0.13294615717555125
185,0.13638927357186206,0.12983698635647442,0.13311312996416824
186,0.13760585612255719,0.13103728496505387,0.13432157054380553
187,0.13801291005065108,0.1315129678909604,0.13476293897080574
188,0.13809785028041477,0.13149161227103282,0.13479473127572378
189,0.13724184768035505,0.13066325125762412,0.1339525494689896
190,0.1403720877360592,0.13370000049286304,0.13703604411446113
191,0.13902225330427806,0.1324676885044779,0.13574497090437798
192,0.140453453394289,0.13391951141263397,0.13718648240346148
193,0.13823453512433997,0.13195816720370693,0.13509635116402346
194,0.1385118735379505,0.13231865618531524,0.13541526486163286
195,0.14182062267367015,0.13532140440679633,0.13857101354023324
196,0.14250062798776214,0.13620003685691426,0.13935033242233819
197,0.14103989992953278,0.13455553804553186,0.13779771898753232
198,0.1400294742125392,0.13399492073578803,0.1370121974741636
199,0.14373430167090395,0.13726288967560665,0.1404985956732553
200,0.14227124254144558,0.13590846610480856,0.13908985432312707
201,0.14635655096862732,0.13979171427198403,0.14307413262030566
202,0.14431612529432197,0.1379811463220054,0.14114863580816367
203,0.1426319414895069,0.13669334987642046,0.13966264568296366
204,0.1439105308663385,0.1376228619535002,0.14076669640991935
205,0.14648595716269552,0.14027697780889253,0.14338146748579403
206,0.14359635973523288,0.13765906046631515,0.14062771010077402
207,0.14698903761980114,0.14053077296180472,0.14375990529080293
208,0.14455781949994273,0.138541744850329,0.14154978217513586
209,0.17235722471683004,0.1640771420911068,0.1682171834039684
210,0.15194344264408635,0.1450636753329615,0.1485035589885239
211,0.1932793774278207,0.18548334844023695,0.18938136293402882
212,0.20113851211462205,0.19288256850289698,0.19701054030875953
213,0.19165156394685343,0.18372874568095135,0.1876901548139024
214,0.14451922200077347,0.13888281140278172,0.1417010167017776
215,0.20106657652133797,0.1929628372090207,0.19701470686517933
216,0.19425384562738965,0.186419558699788,0.19033670216358883
217,0.19144690579442053,0.18426882568835543,0.18785786574138796
218,0.1464731338594909,0.14104477026455417,0.14375895206202255
219,0.22499253356812654,0.21868371966400924,0.2218381266160679
220,0.18663672883794638,0.17931232009444653,0.18297452446619644
221,0.19333275084251333,0.18551837112426164,0.18942556098338748
222,0.20013822499143738,0.19218747847668308,0.19616285173406023
223,0.24596106728279543,0.24108464702307633,0.24352285715293587
224,0.22559073712945932,0.21873835880550027,0.2221645479674798
225,0.2192884492169298,0.21181169480847864,0.2155500720127042
226,0.23062471532980364,0.22462356778229614,0.22762414155604987
227,0.2203636701700425,0.2131409538020178,0.21675231198603015
228,0.22065732861080878,0.2129914695890644,0.2168243990999366
229,0.22056566693988952,0.21368082218103213,0.21712324456046084
230,0.2210963339321696,0.21455838075859718,0.2178273573453834
231,0.247694749052439,0.24370881445625464,0.24570178175434682
232,0.23723473899190056,0.23184399509183895,0.23453936704186976
233,0.2220571893104178,0.2150666336478103,0.21856191147911405
234,0.2263703674222292,0.22013952338726764,0.22325494540474844
235,0.24918008576291245,0.24436621756044666,0.24677315166167957
236,0.22025472342180924,0.2135277786696747,0.21689125104574197
237,0.27764120078963755,0.2783988848018308,0.27802004279573417
238,0.2187533395399967,0.21135839191743605,0.21505586572871638
239,0.26179737165455597,0.2590858917009298,0.2604416316777429
240,0.2660999240040553,0.2629355369224336,0.26451773046324445
241,0.2795176774111031,0.2789406174347129,0.279229147422908
242,0.3010115878105742,0.3050498103236092,0.3030306990670917
243,0.26011175523682617,0.2550591733934397,0.25758546431513296
244,0.27877872488020305,0.27757990753537387,0.27817931620778846
245,0.27230190585815206,0.26998849155018695,0.27114519870416953
246,0.28807530197157066,0.2906604228408381,0.2893678624062044
247,0.3078630864758885,0.3137201695958606,0.31079162803587457
248,0.2682013260395264,0.26469396048056437,0.2664476432600454
249,0.2844281294536625,0.28392171330217664,0.28417492137791955
250,0.2719437387297629,0.2698122334922861,0.27087798611102454
251,0.2631514899735049,0.2595979738286504,0.26137473190107763
252,0.30956827523689323,0.31434420228624416,0.3119562387615687
253,0.30561172685010823,0.30963891825347917,0.3076253225517937
254,0.3109430145070113,0.3156574223496041,0.3133002184283077
255,0.2836613478165533,0.2825773184959409,0.2831193331562471
256,0.32046118457062295,0.32706860329960824,0.3237648939351156
257,0.3121908017014917,0.31746068524080323,0.31482574347114745
258,0.326427482991923,0.33521645065164973,0.33082196682178633
259,0.3166833247031457,0.32328490652267244,0.31998411561290907
260,0.3144471702161385,0.3196592323183488,0.3170532012672437
261,0.3211751056437816,0.3297154332505243,0.32544526944715296
262,0.3151005882596773,0.32090913012530736,0.31800485919249233
263,0.2999222496969024,0.3024004284438069,0.30116133907035464
264,0.3252947145849829,0.33206364654422893,0.3286791805646059
265,0.31916523143846076,0.3249762020031709,0.32207071672081583
266,0.3214644153775729,0.3296262661648278,0.32554534077120034
267,0.32631374117706713,0.3345831159385834,0.3304484285578253
268,0.32958043115057467,0.33766700272870187,0.33362371693963827
269,0.3404467076616444,0.34857711470044844,0.3445119111810464
270,0.31964574463720347,0.324432646993705,0.32203919581545426
271,0.3337834797678958,0.34298933424876316,0.33838640700832945
272,0.32321454108365866,0.32933142107984764,0.3262729810817532
273,0.32602945722521115,0.33344040181206513,0.32973492951863814
274,0.33876912092606115,0.34992323723365976,0.3443461790798604
275,0.3505336169414988,0.36152344540344683,0.3560285311724728
276,0.33544929581451965,0.3454792006926428,0.34046424825358124
277,0.34661348617751075,0.357942768251768,0.35227812721463936
278,0.3374218792516213,0.34651821336828237,0.34197004630995187
279,0.34974000859557264,0.36186670856605874,0.3558033585808157
280,0.34592763686142297,0.3562194825006919,0.35107355968105747
281,0.3430907366520778,0.35287312124115777,0.3479819289466178
282,0.3478529347055854,0.35805475969087547,0.3529538471982304
283,0.34763734920109945,0.3581392800884637,0.35288831464478154
284,0.36148653279018894,0.37311091275068686,0.3672987227704379
285,0.3473798306403596,0.35853136169701527,0.35295559616868744
286,0.35428255452219953,0.36645721721200747,0.3603698858671035
287,0.3533905264654404,0.36518274759116004,0.3592866370283002
288,0.3740235267475548,0.3889181396198384,0.38147083318369657
289,0.35707152047635454,0.36959876218877563,0.36333514133256506
290,0.3648199696033709,0.3782127754277305,0.3715163725155507
291,0.36276498682304303,0.37625373020354946,0.36950935851329625
292,0.3603521190150915,0.37292686218865,0.36663949060187073
293,0.3620550727560826,0.3755021073963533,0.36877859007621794
